song,genre 
When first cried mother died tried guide When born young The father searches son Istanbul Give back Istanbul Give back brown eyed son Moonlight jumping trees Sunken eyes avoiding From dawn dusk hunt The father searches son Istanbul Give back Istanbul Give back brown eyed son secret streets disbelief Little shadow shows lead Prostitutes stylish glum amongst one done Rolling breathless tongue vicious street gang slang lean box pine Identify kid mine,alternative rock
kill standing still Its easy scare stare Its easy Hey Ringo Its sad though Because hard walk tall When youre small Whether dressed Disciplined style Never mind When youre small You walk youre falling attack back Because easy And assail While wearing nice jewelry hey Ringo Its sad though Because hard walk tall When youre small Whether dressed Disciplined style Never mind When youre small You spend life crawling burst Public baths And throw weight around And one even see one even see Nobody see one see Success mess Hey Ringo Its sad though Because hard walk tall When youre small Whether dressed Disciplined style Never mind When youre small Youre bound look compadre Please Compadre please read Compadre Compadre Please read,alternative rock
look tired Mouth slack wide Illhoused illadvised Your face mean life Crash arms want You dont agree But dont refuse know And know place Where one likely pass dont care late And dont care youre lost And look tired Too much much And last Thing ever gonna get Crash arms want You dont agree But dont refuse know Crash arms want You dont agree But dont refuse know Thank,alternative rock
Journalists lie Stealing money Prospering spite Hateinahurry see Theyre trying make name spreading Biz mythlies About ones whove made name Stick knife Stick knife Journalists lie The truth happens Praise crucify Just follow pattern And see Theyre trying make name spreading sickening lies About ones whove made name Mate give knife Give knife Journalists lie happy malice Rock star line happy malice Journalists lie sick belabored They want favored They want favored See Theyre trying make name With unprovable lies About ones Whove made name black hole soul Still bargaining away truth easily Truth Journalists lie Stealing money Prospering spite And hateinahurry Journalists lie The truth happens Praise crucify Just follow pattern Journalists lie sick belabored They want favored They want favored,alternative rock
Julie lie weeds see something new Something new Julie pain youth trouble trouble North east south west one clue Nobody quite knows Julie lie weeds see How look How look North east south west one clue Nobody quite knows There people Who live order tell others Tell others long remains steel veins They trouble They touch Will trouble,alternative rock
Your boyfriend Went one knee Well could Hes got one knee tried surprise With Vodka Tizer cant quite quite remember But didnt thank You didnt even thank Because never Your boyfriend Has gift gab could The gift grab tried surprise lay beside Andnothing much happened And didnt phone You didnt even phone Because style dial Your boyfriend Has displayed More Real hint cruelty tried surprise crept behind With homeless chihuahua You cooed hour You handed back said Youll never guess bored,alternative rock
Last night dreamt That somebody loved hope harm Just another false alarm Last night felt Real arms around hope harm Just another false alarm tell long Before last one And tell long Before right one The story old know But goes The story old know But goes goes And goes And,alternative rock
Let right one Let old dreams die Let wrong ones They cannot They cannot They cannot want Let right one Let old dreams die Let wrong ones They They They see want Let right one Let old things fade Put tricks schemes away AhI advise AhUntil mouth dries AhI advise Ahlet right one slip Slip Slip And last say within rights bite The right one say kept long What kept long,alternative rock
Its old SOS But brand new Broken fortunes And turn Once turn Its old SOS But brand new Broken fortunes Underneath But You surely knew Life pigsty Life pigsty Life pigsty Life life pigsty Life life pigsty Life life pigsty Life life pigsty dont know Then know Every second life live And shoot And throw train still maintain still maintain Life life pigsty Life pigsty Ive shifting gears life But still underneath And surely knew cant reach cant reach cant reach anymore Can please stop time Can stop pain feel cold And feel warm Can stop pain Can stop pain Even final hour life falling love Again Again Even final hour life falling love Again Again Again Again falling love Again Again Again,alternative rock
afternoon nostalgia Television show You spoke silhouette Although panel Very polite But remembered Friday nights ATV murdered every line Too old child star Too young take leads Four seasons passed And axed Nervous juvenile What became Did swift eclipse torture star eighteen And thensuddenly gone Down lines back page faded annual remembered remembered,alternative rock
Smoke Lingers round fingers Train Heave Euston think youve made The right decision time You left Your tired family grieving And think theyre sad youre leaving But see jealousy eyes ones stay behind And think youve made The right decision time You left Your girlfriend platform With really ragged notion youll return But knows That goes really goes And think youve made The right decision time,alternative rock
When gift unfurls When talent becomes apparent roar stalls gurgle circle The saints smile shyly Down couldnt get Your nineleaf clover lucky lisp wasted Lucky lisp wasnt wasted When names best Will name guest list And roar stalls Ooh balcony fool fool Jesus made love couldnt get Your Grandmas omen lucky lisp wasted Lucky lisp wasnt wasted Dadada,alternative rock
glorious occasionof splendid defeat want start Before beginning Loot wine mine Then lets stay night Ride via Parkside Semiperilous lives Jeer lights windows safe stable homes Anyway want hear Our story Fulham Road lights Stretch invite night From Stevenage overspill Wed kill live around someone like Keep thieves hours With someone like long slides You stalk house lowcut blouse Christ another stifled Friday night And Fulham Road lights Stretch invite night Well fifteen What could know When gulf All things need And things receive ancient ocean Wide wild lost uncrossed Still maintain theres nothing Wrong You Because Well fifteen Where could With soul full loathing For stinging bureaucracy Making anything Other easy For working girls like With hands head flop bed With head full dread For Ive ever said Maladjusted maladjusted Maladjusted maladjusted Never trusted never trusted Theres nothing wrong Theres nothing wrong Theres nothing wrong Theres nothing wrong Theres nothing wrong,alternative rock
The kind people Have wonderful dream Margaret guillotine Cause people like Make feel tired When die When die When die When die When die And people like Make feel old inside Please die And kind people shelter dream Make real Make dream real Make dream real Make real Make dream real Make real,alternative rock
Heifer whines could human cries Closer comes screaming knife This beautiful creature must die This beautiful creature must die death reason And death reason murder And flesh fancifully fry succulent tasty kind Its death reason And death reason murder And calf carve smile murder And turkey festively slice murder know animals die Kitchen aromas arent homely Its comforting cheery kind Its sizzling blood unholy stench murder Its natural normal kind The flesh fancifully fry The meat mouth savour flavour murder murder murder And hears animals cry,alternative rock
Michaels bones Lay fell Face sports ground somebodys luckless son look hes done look hes done Your gentle hands frozen And unkissed lips blue Your thinning clothes hopeless And one mad Michaels bones Were young But never know Impetuous fun Policeman dont know get notions His gentle hands frozen And unkissed lips blue But eyes still cry And youve turned last bend And see judged end Tell tell lucky thing You brave And ashamed usual,alternative rock
Moon river Wider mile Ill crossing style Someday dream maker You heartbreaker Wherever youre going going way Two drifters Off see world sure world Deserves Were The rainbows end How come around bend Its always around bend Moon river Wider mile Ill crossing style Someday dream maker You heartbreaker Wherever youre going going way Two drifters Off see world sure world Deserves Were The rainbows end Its around bend Its around bend Its around bend Its around bend,alternative rock
love mourn Unlucky boys red wish gone Gone mother nature makes bed miss Every night kiss Their faces fixed heads wish gone Gone mother nature makes bed They cant hurt Their style never desert Because theyre safely dead wish gone Gone,alternative rock
Your poor witness Crying loudly floor well shes trying tell What saw She trying tell What saw Now see standing table With small arms flailing And feel compassion soul Your mute witness Still testing strength patience well shes trying tell What saw She trying tell What saw Now see pointing Frisbee With memory fuzzy And silent words Describing fright last night Four Northside Clapham Common god Will sketch answer later Well ask Now dry tears dear Now see mime time nicely would clear never volunteered Your taxi dear lala,alternative rock
high life Ive got feeling Ive got horrible feeling escalator took ridiculous world went hes gone Hes insatiable one gone Hes insatiable one high wire dressed leotard There wobbles one hell retard escalator shit paracetamol ridiculous world goes gone Hes insatiable one gone Hes insatiable one gone Hes insatiable one gone And inflatable one,alternative rock
Aah Come house Come something new know love one person Why cant love two Aah Give little something Give little something love life love life love life Aah know love one person Why dont love two love love Give little something Give little something love life love life love life know love one person Why dont love two love Love give give give give give give give give give give give give Love Love Aah Love Love Aah know love know love know love know love know love know love know love Aah Love Love love Love Aah know love know love know love know love know love Aah know love know love know love Aah know love Come house Aah,alternative rock
Say farewell fair weathered friends And second soon leave life among ruins Well nothing left Cut loose These fascists philistines violence fashion These modern day philistines They stand hands They stand hands Any day well perish These nervous times one hold candle When comes virtue truth one hold candle And dim next one hold candle When comes oldfashioned virtue Kingdom mine Open eyes Make mind Einstein Frankenstein You said blow away kingdom come kingdom one one hold candle When comes virtue truth one one hold candle And dim next Hiroshima Yes yes yes,alternative rock
Nine times fined Never mind Things improve stood Waiting next great wound And cant wait make mistakes And fluff breaks stuff faces cake All imagine Nobody loves Dabhands trouble With four days stubble Never loosen grip hand Call home Kiss cheeks Nobody loves weohwe tend please People think lie around think Rich wed didnt think Life could improve And cant wait make mistakes And cant wait till whole thing blows face Call home Kiss cheeks Nobody loves Dabhands Trouble With four days stubble never loosen grip hand Call home Make tea Nobody loves weohwe tend please Call home Tuck Nobody wants Dreamers schemers All pieeyed bogeyed crosseyed never loosen grip hand Whack Hug hard Nobody loves weohwe tend please And cant stress mess And complete distress wont make much difference Sing Favorite song Nobody loves Bornagain atheists Practicing troublemakers Make Favorite jam Nobody loves Useless shiftless And jobless But,alternative rock
Hey kid take hand awhile And tell You say noise best revenge Noise noise noise All say noise best revenge know youre dreaming Noise best revenge know youre dreaming Hey kid let cry And dont think less Ive hawking song long You say noise best revenge Theres right way theres wrong way And theres even Victorian legal system But noise best revenge know youre dreaming Noise best revenge know youre dreaming Hey kid let die short walk dark sky final adventure wasnt tired You say know youre dreaming know youre dreaming You say know youre dreaming know youre dreaming Cause escape know youre dreaming Cause escape,alternative rock
Theres gonna trouble whole house need rebuilding And everyone love house Will recline analysts couch quite soon Your father cracks joke And usual way Empties room Tell friends dont many Just raincoated lovers puny brothers Dallow Spicer Pinkie Cubitt Rush danger Wind nowhere Patric Doonan raised wait tired Ive tried Now heart full Now heart full And cant explain wont even try Dallow Spicer Pinkie Cubitt Every jammy Stressford poet Loafing oafs allnight chemists Loafing oafs allnight chemists Underact express depression Bunnie loved tired Ive tried Now heart full Now heart full And cant explain wont even try Could pass Could pass Could pass Could pass Could pass Now heart full Now heart full And cant explain,alternative rock
May lovely letter Reach destination Question one Pretend like Phoney See outside Contradicts whats inside ooh Who make Hitler Seem like bus conductor You Phoney You sing lovely song scale And words spell name Phoney But kick Cause know wont show How could See outside Contradicts whats inside ooh Who make Hitler Seem like bus conductor You Phoney Phoney You Phoney Phoney You Phoney Phoney,alternative rock
Ooh workingclass face glares back glass lurches forgive streets ran Turned sickness popular song Streets wet black holes roads never know You never But always Till day croak Ooh workingclass face glares back glass lurches forgive streets ran Turned sickness unpopular song And streets claim know real And warn dont leave You kill killed Which isnt nice Here everybodys friendly But nobodys friends dear God And Palmist said One Thursday dead said cannot Dear God take take take anyone The stillborn The newborn The infirmed Take anyone Take people Pittsburgh Pennsylvania Just spare,alternative rock
Always careful When abuse one love The hour day one tell But one day goodbye farewell And never see one love You never see one love thinking final brain cell How time grips slimming spell And know goodbye farewell And never see one love And smiling children tell smell Well look savage Beast nothing sell And die want Hell And thats goodbye farewell One day goodbye farewell grab still goodbye,alternative rock
Standing stone one died saving life took lead Aimed head Such love shown never known Give gun love job half done Isnt done Standing stone one took plug And hit rug Such love shown Ive never known Now dont want know tomorrow give gun love job half done Isnt done Kneeling stone one took round And hit ground took blast His last use tomorrow use tomorrow use tomorrow use tomorrow use tomorrow use use use tomorrow use tomorrow,alternative rock
Ouija board Would work got say hello old friend Ouija board Ouija board Ouija board Would work got get good friend Well gone From unhappy planet With carnivores And destructors Ouija board Ouija board Ouija board Would help Because still feel horribly lonely Would Ouija board Would Ouija board Would help And cant find place world She gone From unhappy planet With carnivores And destructors hear voice hear voice Hear voice Hear voice The table rumbling The table rumbling The glass moving pushing time spells STEVEN The table rumbling The glass moving pushing time PUSHO double Well gone From unhappy planet With carnivores And destructors,alternative rock
Papa Jack Wants turn Back clock And reach kids Who flown Papa Jack decline Feels inclined reach kids Who flown But time When kids reached And Papa Jack Pushed away Looking deep heart Papa Jack Doesnt like What sees time hands The dying day The chilly sun Papa Jack All alone Sings slow Grieving low But time When kids reached Now cant always Have way Papa Jack,alternative rock
Pashernate love form Whether real dream Pashernate love Could make system erupt Into wild blisters boils still doesnt understand wouldnt lay one single finger Pashernate love Could make Grandmother zoom Rollerskating back grave Pashernate love Could make old Daddy feel Like may reason live still doesnt understand And wouldnt lay one single finger always Its always elsewhere Whoah Pashernate love Where Where Where Where Where Where Where Where Where Where Where,alternative rock
Good times change See luck Ive Can make good man Turn bad please please please Let let let Let get want This time Havent dream long time See life Ive Can make good man Turn bad life Let get want Lord knows would first time Lord knows would first time,alternative rock
Phlegm lapels last time Corn beef legs last time glad That youve finally decided But see someone new And want someone new someone new dont blame would ever nerve Chips cream last time The peoples friend last time glad That youve finally decided Tiny striped socks last time Pokes prods last time And doctor said dont nod head june But see someone new And want someone new someone new dont blame would ever chance Sick noon last time And going clean Would kind everybodys staring strange clothes youre wearing Bad advice last time And people nice first time glad That finally decided,alternative rock
You dont know thing lives They live wouldnt dare drive You shake think sleep But write lie side side Reader meet Author With hope hearing sense But may feeling let words defense says Noone ever sees cry You dont know thing lives Books dont save books arent Stanley knives And fight broke tonight Youd first away youre type And year two thousand wont change anyone fabled promise flies fast Youll swear never ever escaped shipwrecked life safely software miles front line You hear way sad voice sings start imagine things excuse write lies,alternative rock
Let known Dreaming hotel quarrel sent away looking Are gone gone Called phone But answer Will never return Will never want looking Are gone gone Down ocean dismal Women standing With shock faces Sad description looking Everyone singing Girl washed Redondo Beach And everyone sad looking Are gone gone Hey little girl Everyone cried How victim suicide looking Are gone gone Down ocean dismal Women standing With shock faces Sad description looking Desk clerk told girl washed Was small angel With apple blond hair looking Are gone gone Picked key And didnt reply went room And started cry morning angel Are gone gone Down ocean dismal standing With shock face though The hearse pulled away And girl died Youll never return Into arms Youll never return Into arms Youll never return Into arms Cause youre gone gone Gone gone Gone gone goodbye,alternative rock
Hes romancing And chancing arm Hell Smiling time Hes romancing And chancing arm Hell Smiling time Roys keen Roys keen Roys keen Roys keen Weve never seen Keener windowcleaner Back ladder Into corner Dunking chamois Just think goodwill The ladders planet Roy star satellite hold smile long require hold smile long require Roys keen Roys keen Roys keen Roys keen Weve never seen Keener windowcleaner Back ladder Into corner Dunking chamois Just think goodwill The ladders planet Roy star satellite set alight Dont say youll hold steady Then let Dont say youll hold steady Then let Youre ladder Into corner Foot bucket trust wreck Even nose Well cant See Well Right nose And cant See Roys keen Roys keen Roys keen Roys keen Roys keen Roys keen Roys keen Roys keen Weve never seen Keener windowcleaner,alternative rock
Learn love assemble ways Now today tomorrow always weakness listed crime weakness well never mind never mind Shoplifters world unite take Shoplifters world hand Hand hand Learn love assemble ways Now today tomorrow always weakness list crimes But last night plans future war Was saw run Channel Four Shoplifters world unite take Shoplifters world hand Hand hand heartless hand shoulder push Alabaster crashes six months long time tried living real world instead shell But began bored even began Shoplifters world unite take Shoplifters world unite take Shoplifters world unite take Shoplifters world take,alternative rock
Sing life Any fool think words rhyme Many others Why dont want Sing life Walk right microphone And name All things love All things loathe sing life The things love And things loathe sing life sing life lala lala sing life lala lala sing life Others sang life But chance shine And pleasure Saying mean Have pleasure Meaning sing make mistake friend All end sing All things love All things loathe sing life The things love And things loathe sing sing lala lala sing life lala lala sing life Dont leave unsaid Somewhere wasteland head Head head head And make mistake friend Your pointless life end But Can look truth You lovely singing voice lovely singing voice And Who sing onkey They stole notion From sing life Sing life sing sing Sing life Sing life Sing life sing Sing life,alternative rock
All town Yes low wind may blow And see everybodys clothes With reason hide words feel And reason talk books read But still Thats cause Sister All town Along way Outside prison gates love romance crime And wonder Does anybody feel way And evil something something Sister Sister All town All town They pull Citroen vans Not shake hands With Meths breaths And youth side All alonelonealone waiting lights But time Sister Sister All town Alloh All town,alternative rock
Delight See faces shining And Ive never felt wanted Than cling arms legs tremble You crush burning lips like ashes With much skin travel While head spins And storm And storm shelter skin storm feel Feel breath burn body You touch senses tingling brightly Slipandsliding heaven Love could wonderful emotion With rush pleasure motion When dancing skin And storm And storm shelter skin storm And storm And storm shelter skin storm,alternative rock
Six filthy children From six absent fathers And turn succour Because think Were suckers may welfare yeah But dont care And get paid despise Your council house eyes You change name You bleach skin Camouflage accent even dont recognise But wont escape From slum mums Because one Because live breathe like one And Labour government Cant stand slum mums Its ingrained Underneath fingernails The office Social Service strategically placed dowdy rowdy part town discourage From signing make feel youre whining When claim Whats legally You change name And bleach skin Camouflage accent even dont recognise But wont escape From slum mums Because one Because live breathe like one And Labour government Cant stand slum mums Its ingrained Underneath fingernails Take rat pack brood long grass meadow Administer seven doses lethal illegal Which may render elsewhere,alternative rock
See side That sometimes makes jump fright Smiler knife big night Sinking bed warm clean Only sadness waits Smiler knife youre time Youre time Press blade skin Never make love Smiler knife alright Surrender sick death life Smiler knife alight Alight things werent meant Then would never come Smiler dont worry Slamming one shots gentle pain Someone calling name Sex love Are Time frittered long slow All But When last breath falls away Smiler trust say Youll Youll,alternative rock
well block present past know think Straightened Thank drop dead Something squeezing skull Something barely describe There love modern life well Its miracle even made far The motion taxis excites When peel back bite Something squeezing skull Something barely describe There hope modern life Something squeezing skull Something cant fight true friends modern life Diazepam thats valium Temazepam Lithium HRT ECT How long must stay stuff Dont give anymore Dont give anymore Dont give anymore Please dont give anymore Dont give anymore Dont give anymore You swore would give anymore Dont give anymore dont give anymore You swore swore swore You swore would give anymore Give anymore give anymore give anymore,alternative rock
Legalized theft Leaves bereft get straight neck court justice With use truth Lawyerliar Lawyerliar You pleaded squealed And think youve But sorrow come end And sure words pure praise day brings pain QCs obsessed sleaze Frantic fame Theyre game They use different name You lied And believed senile vile You pleaded squealed And think youve But sorrow come end And sure words pure praise day brings pain dont close eyes Dont close eyes man slits throats Has time hands And gonna get dont close eyes Dont ever close eyes You think youve,alternative rock
You boy became man dont see joy And ran pals sun You turned around gone Again sick boy treated easily defeated dont understand ran pals sun You turned around You alone Again And ran back Which set pace rest days ran back Which set pace rest days ran back Which set pace rest days And something know There something know The girl dreams Here alone Girl dreams Here alone The girl dreams Sad alone The girl dreams Here alone There something know There something know Girl dreams Here alone The girl dreams Sad alone The girl dreams Sad feeling alone something know Help help help,alternative rock
And slam Down hammer Can see heart All rumors Keeping grounded never said never said Completely unfounded slam Down hammer Can see heart Can delve low And youre standing fingers Can see heart And try break spirit wont work Because theres nothing left break Anymore All rumors Keeping grounded never said never said Completely unfounded You wont sleep Until earth wants Finally youve done You wont rest Until hearse becomes Finally takes youve done And wont smile Until loving mouth shut good proper Forever All rumors Keeping grounded never said never said Completely unfounded And lies Written lies twisted lies Well werent lies They werent lies They werent lies never said never said could mentioned name could dragged Guilt implication association Ive always true strange way Ive always true sick way Ill always stay true,alternative rock
Springheeled Jim winks eye Hell hell never done takes whoever flew Well normal thing Aah Springheeled Jim lives love Now kissing mouth full And eyes fool many women His head spinning But Springheeled Jim slurs words Theres need knowing Take life five times Average speed like Until Jim feels chill time Once always kill Now cold And feels Old Too old Mmm old lala,alternative rock
March April May She crammed night day hadnt seen smile March April May She crammed night day hadnt seen smile Staircase university She threw head split three ways dont get three sweet daddy said Youre child mine far concerned youre dead dont get three sweet daddy said Youre child mine far concerned youre dead Staircase university She threw head split three ways dont get three lovely boyfriend said Your shame sure stain family name dont get three lovely boyfriend said Your shame sure stain family name Staircase university She threw head split three ways Crammin jammin packemin rammin Chockablock box power study polish And breaks heart dont come running Crammin jammin packemin rammin Chockablock box power study polish And breaks heart dont come running,alternative rock
Were really missing Were really missing youve gone well punched fell Then felt embarrassed heart goes offered love And required else What else Were really missing Were really missing And youve gone Sunny send least one thoughtful letter heart goes Tell things much better heart left What else theyre forgiving And youre even wrong jean belt wrapped around arm Sunny heart goes And needle pressed onto tight skin Sunny cry see taken Aah wont move Aah wont move Aah move Aah,alternative rock
Sweetie pie Ive fallen love And joke And suns given depending see get safely The port heart lost find And meet time Sweetie pie ending life Because Ive fallen love And nothing enough see get safely The port heart lost find And meet time Sweetie pie How feel mind And live world They oceans apart see get safely The port heart lost find And meet time,alternative rock
You chase ratrace And always feel hollow You marry expected And makes feel lonely But still look Teenage dad estate Hes happy leave alone With baby modest home Hes happy leave alone With Jensen Interceptor Its runaround You defer views television news Let someone thinking And still buy daily newspaper And find everything news And still look Teenage dad estate Hes happy leave alone With baby modest home Hes happy leave alone With Jensen Interceptor Its runaround You become parents parent And love But cant help feeling used And hate teenage dad estate Because hes poor hes happier Theyre laughing Youre dipper slider carthorse provider Nobody cares Just long youre bringing Despising grin face boy With methadone ahh With methadone Hes happy leave alone With methadone Hes happy leave alone,alternative rock
Police car screaming siren Pneumatic drill rippedup concrete Baby wails stray dog howling Brakes screech lamp light blinking Thats entertainment Thats entertainment Smash glass rumble boots Electric train ripped phone booth hot day sticky black tarmac hot day wishing far away Thats entertainment Thats entertainment Days speed slow time Mondays Wake six think holidays Open window breathe petrol Cold flat damp walls Yes thats entertainment Thats entertainment Two lovers kissing screams midnight Two lovers miss tranquility solitude Read graffiti slashseat affairs Splattered walls kick balls get name entertainment,alternative rock
wasting time Trying fall love Disappointment came Booted bruised hurt Thats people grow Thats people grow wasting time Looking love Someone must look And see sunlit dream wasting time Praying love For love never comes Someone exist Thats people grow Thats people grow Let live die Not wasting life Always thinking Someone deathbed said There sorrows driving car crashed broke spine yes things worse life Never someones sweetie Thats people grow Thats people grow For anyway,alternative rock
Hes goodnatured Hes got much money Hes got many girlfriends jealous thats Have seen though Have seen though Boy racer Boy racer Were gonna kill pretty thing Boy racer Boy racer Were gonna kill pretty thing Hes got many girlfriends thinks owns city overspeeds never gets pulled Have seen though Have seen though Boy racer Boy racer Were gonna kill pretty thing Boy racer Boy racer Were gonna kill pretty thing thinks got whole world hands Stood urinal thinks got whole world hands And gonna kill Boy racer Boy racer Were gonna kill pretty thing Boy racer Boy racer Were gonna kill pretty thing Boy racer Boy racer Were gonna kill pretty thing Hes goodlooking Hes goodlooking Hes goodlooking And Boy racer Boy racer Were gonna kill pretty thing Boy racer Boy racer Were gonna kill pretty thing,alternative rock
The boy thorn side Behind hatred lies murderous desire love How look eyes And still dont believe How hear say words And still dont believe And dont believe Will ever believe And dont believe Will ever ever believe The boy thorn side Behind hatred lies plundering desire love How see love eyes And still dont believe And time They dont want believe And dont believe Will ever believe And want Live How start Where Who need know,alternative rock
The edges longer parallel The edges longer parallel And law averages feel Then youre bound stay All things said meaningful They suddenly meaningless And looks gave meaningful They suddenly meaningless And law averages feel Then youre bound stay mistake hoping hoping hoping mistake hoping hoping hoping mistake hoping hoping hoping one mistake hoping hoping hoping mistake mistake keep hoping mistake keep hoping mistake hoping hoping hoping hoping hoping hoping mistake hoping hoping hoping,alternative rock
With complications Fifteen generations All honouring nature Until arrive end line The end family line The end line baby pulled screaming Out seething whirl chance whim Our family tree hacked decline And spared pain ever saying end line The end family line The end line The decision mine The end family line The end line end line The end family line The end,alternative rock
cant dance sing cant anything But hell The kids looker Just add cash stir And Another nonsense nonstar Theres pretense This kid dense But hell The kids looker Just add cash stir And crass consumers line Shoulder shoulder Sometime night The kid shed life sad However call number Were busy molding face kids replacement yeah,alternative rock
world war Was announced Days ago But didnt know The lazy sunbathers The lazy sunbathers The sun burns planets core And isnt enough They want Nothing Appears Between ears The lazy sunbathers Too jaded question stagnation The sun burns planets core And isnt enough They want Religions fall Children shelled Children shelled Thats Very well would Please keep noise Down low Because youre waking The lazy sunbathers lazy sunbathers The lazy sunbathers,alternative rock
The ignore The closer get Youre wasting time The ignore The closer get Youre wasting time bar With head bar central part minds landscape Whether care Yeah Ive made mind The ignore The closer get Youre wasting time The ignore The closer get Youre wasting time Beware bear grudges Than lonely high court judges When sleep creep Into thoughts Like bad debt That cant pay Take easy way And give Yeah let let let let Its war Its war Its war Its war Its war War War War War let closer get youre asking closer get Ooh closer,alternative rock
Reflecting deathbed balancing lifes richesagainst ditches And flat gray years All see never laid Thats never played symphonies cant see tried love felt understood And cant see Very patientlyput All see never laid never played symphonies You one You meant one And jumped face And laughed kissed cheek And gone forevernot quite Black sky daytime And dont much mind dying When nothing left care foranymore Just never laid The never played symphonies You one You knew one And slipped right fingers literally But metaphorically And youre seeas light fades,alternative rock
You fight right hand And caress left hand Everyone know sick death With tear thats mile wide kite youre flying Everyone know sick death Ever since You dont look Youre way You say clever things You never used You dont catch saying When youre deafened advice Everyone sick Back teeth With tear thats mile wide kite youre flying Everyone sick Tattoo Ever since You dont look Youre way You say pleasant things There need Still fight right hand And caress left hand Ooh ooh Sad say How love Sad say You dont catch saying When youre deafened advice Ooh ooh Ever since You dont look Youre way What hell They stuck,alternative rock
Ordinary boys happy knowing nothing Happy noone Ordinary girls supermarket clothes Who think clever cruel For different You stood alone And knew That Avoiding ordinary boys Happy going nowhere around rattling cars Ordinary girls Never seeing Than cold small streets That trap But different You say When empty fools Tried change claim For lair ordinary world Where feel lucky lucky lucky With lives laid They lucky lucky lucky lucky,alternative rock
Farewell lands cheerless marches Hemmed like boar arches Her Lowness head sling truly sorry But sounds like wonderful thing say Charles dont ever crave appear front Daily mail Dressed Mothers bridal veil And checked The registered historical facts And shocked shame discover How pale descendent old queen Has world changed changed Has world changed changed Some old tough peddles drugs And broke Palace With sponge rusty spanner She said know And cannot sing said thats nothing You hear play piano walk Where quiet dry And talk precious things But youre tied Mothers apron one talks castration walk Where quiet dry And talk precious things Like love law poverty These things kill walk Where quiet dry And talk precious things But rain flattens hair These things kill Passed Pub saps body And church Wholl snatch money The Queen dead boys And lonely limb Pass pub wrecks body And church All want money The Queen dead boys And lonely limb Life long youre lonely Life long youre lonely Life long youre lonely Life long youre lonely,alternative rock
Theres many people Planning downfall When spirits trial These nights frightening Sleep transports sadness midbrain And somebody Will next year stand board Full fear intention And think theyre listening Well youve got joking understand change And think essential But profession humiliation Say wrong word children Well yes well Lay hand children And never late Mucus collar nail staff chair blade soap And cry pillow finished would relief finished would relief finished would relief finished would relief finished would relief finished would relief Say wrong word children Well yes well Lay hand children And never late finished would relief finished would relief finished would relief finished would relief finished would relief finished would relief glad spring come The sun shines bright All birds trees Are singing delight,alternative rock
You must wondering The boy next door turned Have care But dont stare Because hes still Lamenting policewomen policemen silly women taxmen Uniformed whores They wish hurt Work within law This world full full crashing bores And must one Cos one ever turns say Take arms Take arms And love You must wondering The boy next door turned Have care And say prayer Because hes still Lamenting policewomen policemen silly women taxmen Uniformed whores Educated criminals Work within law This world full full crashing bores And must one cause one ever turns say Take arms Take arms And love And love What really lies Beyond constraints mind Could sea With fate mooning back lock jawed pop stars Thicker pig shit Nothing convey Theyre scared show intelligence might smear lovely career This world afraid designed crashing bores one one You dont understand You dont understand And yet Take arms love Love And love Take arms love Love love Take arms love Take arms love Would Would What,alternative rock
Take tonight Where theres music theres people Who young alive Driving car never never want home Because havent got one anymore Take tonight Because want see people And want see light Driving car please dont drop home Because home home And welcome And doubledecker bus Crashes die side heavenly way die And tenton truck Kills die side Well pleasure privilege mine Take tonight take anywhere dont care dont care dont care And darkened underpass thought God chance come last But strange fear gripped couldnt ask Take tonight take anywhere dont care dont care dont care Driving car never never want home Because havent got one havent got one And doubledecker bus Crashes die side heavenly way die And tenton truck Kills die side Well pleasure privilege mine light never goes There light never goes There light never goes There light never goes There light never goes There light never goes There light never goes,alternative rock
Now There speaks true friend There speaks friend life You told things That think wrong wish youd stayed around helped put right But nevertheless Theremm There speaks true friend There speaks friend life You listed things That people cannot stand wish youd stayed around helped improve Because Ive tried Ive tried Ive really really tried You say dont know live You say dont deserve live would without friends help cant imagine,alternative rock
Road blocks fire Barb wire upon barb wire This country Armoured cars corrugated scars Graffiti scrawls This country Home sweet fortress Gunshot hate kind Get back This country need air And stopped repeatedly questioned Born braised But country Were old news Alls well Say BBC scum One child shot Laid son box three feet long And still dont know short walk home becomes run And scared country Were old news Alls well Say BBC scum Everybodys control surveillance globes Were old news Alls well And thirty years could thousand And Peugeot Spins round head British soldier pointing gun And trying post letter short walk home becomes run And scared scared scared Old news Alls well BBC scum Youve got dead zip mouth Zip mouth Zip mouth Zip mouth,alternative rock
Still drinking corner Just dont say didnt warn Always nagging big brother Hes looking Tony pony Tony pony Youre still standing corner Just dont say didnt warn Old jealous big brother You time spent Crying Now Tony pony Tony pony thats call When youre free outside cold hard control And Theres free ride Tony pony always want stop From things life make happy And outside friends laughing loudly Why always want stop would never would never But carry anyone The free ride Gullible Tony Youre drunker quicker And youre sicker even quicker For something heavy gonna fall And call When youre free outside cold hard control And ohbeen lark Theres free ride Fuckedup Tony never say told knew something bad Would happen dont want say told Tony told told,alternative rock
